account_id,account_district_id,statement_freq,account_date_opened,loan_id,date,amount,duration,payments,status
712,72,MONTHLY,1430,,,,,,
713,58,MONTHLY,1383,,,,,,
714,23,MONTHLY,1403,,,,,,
715,32,MONTHLY,1315,,,,,,
716,47,MONTHLY,632,,,,,,
717,75,MONTHLY,113,,,,,,
718,1,MONTHLY,1157,5117.0,970820.0,76944.0,12.0,6412.0,A
719,30,MONTHLY,354,,,,,,
720,54,MONTHLY,930,,,,,,
721,76,MONTHLY,240,,,,,,
722,38,TRANSACTION,1584,,,,,,
725,70,MONTHLY,1284,,,,,,
726,76,MONTHLY,398,,,,,,
727,35,MONTHLY,1819,,,,,,
728,60,MONTHLY,1061,,,,,,
729,14,MONTHLY,1506,,,,,,
730,4,MONTHLY,239,,,,,,
731,5,MONTHLY,921,,,,,,
732,38,MONTHLY,1253,,,,,,
733,49,WEEKLY,866,,,,,,
734,5,MONTHLY,1193,,,,,,
735,70,MONTHLY,1720,,,,,,
736,75,MONTHLY,1801,,,,,,
737,34,MONTHLY,341,,,,,,
738,34,MONTHLY,171,,,,,,
739,66,MONTHLY,1172,,,,,,
740,28,MONTHLY,458,,,,,,
741,54,MONTHLY,559,,,,,,
742,77,MONTHLY,392,,,,,,
743,10,MONTHLY,308,,,,,,
744,42,MONTHLY,64,,,,,,
745,43,MONTHLY,1742,,,,,,
746,75,MONTHLY,859,,,,,,
747,39,MONTHLY,220,,,,,,
748,10,MONTHLY,97,,,,,,
749,38,MONTHLY,1542,,,,,,
750,73,MONTHLY,254,,,,,,
751,3,MONTHLY,131,,,,,,
752,23,MONTHLY,1470,,,,,,
753,31,MONTHLY,1321,,,,,,
754,1,MONTHLY,888,,,,,,
755,38,MONTHLY,1730,,,,,,
756,65,MONTHLY,742,,,,,,
757,50,MONTHLY,199,,,,,,
758,51,MONTHLY,1813,,,,,,
759,23,MONTHLY,212,,,,,,
760,1,MONTHLY,1604,,,,,,
761,43,MONTHLY,463,,,,,,
762,76,MONTHLY,1020,,,,,,
763,1,MONTHLY,783,,,,,,
764,1,MONTHLY,7,,,,,,
765,12,MONTHLY,1449,,,,,,
766,3,MONTHLY,1206,,,,,,
767,25,MONTHLY,814,,,,,,
768,26,MONTHLY,1644,,,,,,
770,7,MONTHLY,1362,,,,,,
771,22,MONTHLY,1116,,,,,,
772,45,MONTHLY,20,,,,,,
773,15,MONTHLY,169,,,,,,
774,1,MONTHLY,158,,,,,,
775,1,MONTHLY,716,,,,,,
776,66,MONTHLY,1233,,,,,,
777,30,MONTHLY,1822,,,,,,
778,68,MONTHLY,1394,,,,,,
779,16,MONTHLY,1320,,,,,,
780,3,MONTHLY,1211,,,,,,
781,33,MONTHLY,779,,,,,,
782,42,MONTHLY,1763,,,,,,
783,1,MONTHLY,1711,,,,,,
784,59,MONTHLY,473,,,,,,
785,21,WEEKLY,1681,5124.0,980212.0,156096.0,36.0,4336.0,C
786,53,MONTHLY,953,,,,,,
787,10,MONTHLY,317,,,,,,
788,12,MONTHLY,1271,,,,,,
789,39,MONTHLY,766,5125.0,951123.0,73056.0,48.0,1522.0,C
790,54,MONTHLY,130,5126.0,940724.0,208128.0,48.0,4336.0,B
791,49,MONTHLY,1077,,,,,,
792,3,MONTHLY,1685,,,,,,
793,47,MONTHLY,2,,,,,,
794,63,MONTHLY,1574,,,,,,
795,25,MONTHLY,756,,,,,,
796,1,MONTHLY,1504,,,,,,
797,57,MONTHLY,1419,,,,,,
798,1,MONTHLY,1207,,,,,,
799,56,MONTHLY,282,,,,,,
800,11,MONTHLY,1800,,,,,,
801,16,MONTHLY,1664,,,,,,
802,15,MONTHLY,718,,,,,,
803,19,MONTHLY,981,,,,,,
804,64,MONTHLY,1131,,,,,,
805,10,MONTHLY,1431,,,,,,
806,13,MONTHLY,1397,,,,,,
807,76,WEEKLY,893,,,,,,
808,69,MONTHLY,893,5128.0,960411.0,215616.0,48.0,4492.0,D
809,36,MONTHLY,1083,,,,,,
810,46,MONTHLY,1044,,,,,,
811,14,WEEKLY,1673,,,,,,
812,1,MONTHLY,1337,,,,,,
813,16,MONTHLY,40,5130.0,940511.0,24312.0,12.0,2026.0,A
814,76,MONTHLY,1374,,,,,,
815,56,MONTHLY,236,,,,,,
816,52,MONTHLY,216,5131.0,950108.0,48624.0,24.0,2026.0,A
817,5,MONTHLY,441,5132.0,950217.0,538500.0,60.0,8975.0,C
819,20,MONTHLY,841,,,,,,
820,74,MONTHLY,1037,,,,,,
821,60,MONTHLY,1170,,,,,,
822,40,MONTHLY,1372,,,,,,
823,71,MONTHLY,1722,,,,,,
824,32,MONTHLY,1175,,,,,,
825,19,MONTHLY,1160,5134.0,970202.0,53076.0,12.0,4423.0,A
826,44,MONTHLY,1373,,,,,,
827,36,MONTHLY,1148,,,,,,
828,1,MONTHLY,1503,,,,,,
829,59,MONTHLY,1409,,,,,,
830,74,MONTHLY,38,,,,,,
831,44,MONTHLY,1356,,,,,,
832,42,MONTHLY,1239,,,,,,
833,31,MONTHLY,1336,,,,,,
834,3,MONTHLY,1603,,,,,,
836,46,MONTHLY,1304,,,,,,
837,46,MONTHLY,260,,,,,,
838,47,MONTHLY,295,,,,,,
839,16,MONTHLY,746,,,,,,
840,70,MONTHLY,1166,,,,,,
841,1,MONTHLY,307,,,,,,
842,62,MONTHLY,826,,,,,,
843,6,MONTHLY,1559,,,,,,
844,53,MONTHLY,482,,,,,,
845,14,MONTHLY,1821,,,,,,
846,72,MONTHLY,1163,5136.0,960728.0,187104.0,24.0,7796.0,A
847,2,MONTHLY,1297,,,,,,
848,31,MONTHLY,1262,,,,,,
849,1,MONTHLY,1095,,,,,,
850,25,MONTHLY,1526,,,,,,
851,15,MONTHLY,630,,,,,,
852,57,MONTHLY,1756,,,,,,
853,1,MONTHLY,1174,,,,,,
854,62,MONTHLY,263,5138.0,950530.0,87216.0,48.0,1817.0,C
855,1,MONTHLY,451,,,,,,
856,2,MONTHLY,1157,,,,,,
857,77,MONTHLY,258,,,,,,
858,52,MONTHLY,1289,,,,,,
859,13,MONTHLY,1698,,,,,,
860,1,MONTHLY,77,,,,,,
861,22,MONTHLY,255,,,,,,
862,64,WEEKLY,32,,,,,,
863,71,MONTHLY,135,,,,,,
864,72,MONTHLY,1649,,,,,,
865,17,MONTHLY,1172,,,,,,
866,9,MONTHLY,9,,,,,,
867,60,MONTHLY,1773,,,,,,
868,1,MONTHLY,1606,,,,,,
869,16,MONTHLY,1291,,,,,,
870,70,MONTHLY,815,,,,,,
871,1,MONTHLY,1340,,,,,,
872,27,MONTHLY,1478,,,,,,
873,73,MONTHLY,1576,5140.0,980224.0,178500.0,60.0,2975.0,C
874,56,WEEKLY,1177,,,,,,
875,63,MONTHLY,866,,,,,,
876,4,MONTHLY,1759,,,,,,
877,1,MONTHLY,1244,,,,,,
878,52,MONTHLY,1275,,,,,,
879,9,MONTHLY,1615,,,,,,
880,26,MONTHLY,1437,,,,,,
882,9,MONTHLY,64,,,,,,
883,1,MONTHLY,350,,,,,,
884,2,MONTHLY,340,,,,,,
885,1,MONTHLY,175,,,,,,
886,1,MONTHLY,173,,,,,,
887,1,MONTHLY,124,,,,,,
888,54,MONTHLY,1396,,,,,,
889,43,MONTHLY,1816,,,,,,
890,14,MONTHLY,35,,,,,,
891,34,MONTHLY,1238,,,,,,
892,70,MONTHLY,78,,,,,,
893,53,MONTHLY,831,,,,,,
894,46,MONTHLY,968,,,,,,
895,24,MONTHLY,1166,,,,,,
896,3,MONTHLY,891,,,,,,
897,38,MONTHLY,115,,,,,,
898,71,MONTHLY,1181,,,,,,
899,72,MONTHLY,171,,,,,,
900,48,MONTHLY,480,,,,,,
901,60,MONTHLY,555,,,,,,
902,74,MONTHLY,179,,,,,,
903,47,MONTHLY,343,,,,,,
904,1,MONTHLY,443,,,,,,
905,35,MONTHLY,1440,,,,,,
906,59,MONTHLY,1821,,,,,,
907,41,MONTHLY,189,,,,,,
908,62,MONTHLY,483,,,,,,
909,30,MONTHLY,1705,,,,,,
910,1,MONTHLY,1494,,,,,,
911,60,MONTHLY,1319,,,,,,
912,65,MONTHLY,1577,,,,,,
913,59,MONTHLY,1225,,,,,,
914,73,MONTHLY,317,,,,,,
915,72,MONTHLY,747,5145.0,950916.0,309552.0,48.0,6449.0,C
916,1,MONTHLY,1320,,,,,,
917,56,MONTHLY,1015,,,,,,
918,60,MONTHLY,1330,,,,,,
919,62,MONTHLY,1522,,,,,,
920,58,MONTHLY,1343,,,,,,
921,10,MONTHLY,1376,,,,,,
922,61,MONTHLY,846,,,,,,
923,13,MONTHLY,1132,,,,,,
924,11,MONTHLY,1072,,,,,,
925,59,MONTHLY,53,,,,,,
926,36,MONTHLY,1400,,,,,,
927,69,MONTHLY,1562,,,,,,
928,20,MONTHLY,115,,,,,,
929,54,MONTHLY,183,,,,,,
930,41,MONTHLY,214,,,,,,
931,59,MONTHLY,287,,,,,,
932,20,MONTHLY,1284,,,,,,
933,21,MONTHLY,1051,,,,,,
934,9,MONTHLY,1791,,,,,,
935,23,MONTHLY,1454,,,,,,
936,7,MONTHLY,1156,,,,,,
937,43,MONTHLY,967,,,,,,
938,70,MONTHLY,1807,5147.0,980521.0,22260.0,60.0,371.0,C
939,55,MONTHLY,641,,,,,,
940,37,MONTHLY,683,5148.0,960529.0,284280.0,60.0,4738.0,C
941,8,MONTHLY,523,,,,,,
942,9,MONTHLY,227,,,,,,
943,1,MONTHLY,33,,,,,,
944,70,MONTHLY,66,,,,,,
945,18,MONTHLY,1323,,,,,,
946,21,MONTHLY,1095,,,,,,
947,59,MONTHLY,136,,,,,,
949,58,MONTHLY,1138,,,,,,
950,49,MONTHLY,237,,,,,,
951,3,MONTHLY,1213,,,,,,
952,41,MONTHLY,1773,,,,,,
953,14,MONTHLY,932,,,,,,
954,74,MONTHLY,1102,,,,,,
955,59,MONTHLY,1284,,,,,,
956,74,MONTHLY,338,,,,,,
957,70,MONTHLY,1085,,,,,,
958,72,MONTHLY,1252,,,,,,
959,1,MONTHLY,1148,,,,,,
960,4,TRANSACTION,670,5151.0,950524.0,189060.0,60.0,3151.0,C
961,1,MONTHLY,1751,,,,,,
962,64,MONTHLY,1270,,,,,,
963,7,MONTHLY,1316,,,,,,
964,26,MONTHLY,553,,,,,,
965,20,MONTHLY,236,,,,,,
966,15,MONTHLY,1747,,,,,,
967,15,MONTHLY,1324,,,,,,
968,74,MONTHLY,1044,,,,,,
969,19,MONTHLY,372,,,,,,
970,18,MONTHLY,1661,,,,,,
971,12,MONTHLY,1294,,,,,,
972,46,MONTHLY,1367,,,,,,
973,54,MONTHLY,673,,,,,,
974,29,MONTHLY,420,,,,,,
975,1,MONTHLY,1387,,,,,,
976,77,MONTHLY,1121,,,,,,
977,1,MONTHLY,115,,,,,,
978,73,MONTHLY,229,,,,,,
979,21,MONTHLY,46,,,,,,
980,1,MONTHLY,1440,,,,,,
981,66,MONTHLY,813,,,,,,
982,54,MONTHLY,35,,,,,,
984,2,MONTHLY,1286,,,,,,
985,32,MONTHLY,513,,,,,,
986,74,MONTHLY,1217,,,,,,
987,15,MONTHLY,1334,,,,,,
988,10,MONTHLY,659,,,,,,
989,19,MONTHLY,437,,,,,,
990,17,MONTHLY,1013,,,,,,
991,39,MONTHLY,137,,,,,,
992,22,MONTHLY,1003,,,,,,
993,6,MONTHLY,1413,5154.0,980701.0,108720.0,60.0,1812.0,C
994,72,MONTHLY,987,,,,,,
995,64,MONTHLY,964,,,,,,
996,47,MONTHLY,1690,,,,,,
997,54,MONTHLY,1588,,,,,,
998,47,MONTHLY,314,,,,,,
1000,77,MONTHLY,24,,,,,,
1002,50,MONTHLY,1355,,,,,,
1003,28,MONTHLY,1378,,,,,,
1004,70,MONTHLY,1278,5158.0,980411.0,188532.0,36.0,5237.0,C
1005,54,WEEKLY,53,,,,,,
1006,6,MONTHLY,38,,,,,,
1007,1,MONTHLY,1274,,,,,,
1008,13,MONTHLY,1373,,,,,,
1009,1,WEEKLY,942,,,,,,
1010,61,MONTHLY,850,,,,,,
1011,45,MONTHLY,715,5160.0,951218.0,204000.0,60.0,3400.0,C
1012,65,MONTHLY,554,5161.0,941028.0,98184.0,24.0,4091.0,A
1013,59,MONTHLY,1228,,,,,,
1014,74,MONTHLY,1174,,,,,,
1015,1,MONTHLY,1625,,,,,,
1016,40,MONTHLY,271,,,,,,
1017,14,MONTHLY,587,,,,,,
1018,7,MONTHLY,153,,,,,,
1019,52,MONTHLY,20,,,,,,
1020,56,MONTHLY,1194,,,,,,
1021,42,MONTHLY,1416,,,,,,
1022,33,WEEKLY,577,,,,,,
1023,21,MONTHLY,224,,,,,,
1024,19,MONTHLY,1582,,,,,,
1026,20,MONTHLY,1706,,,,,,
1027,68,MONTHLY,1659,,,,,,
1028,23,MONTHLY,1173,,,,,,
1029,26,MONTHLY,1271,,,,,,
1030,57,MONTHLY,1045,,,,,,
1031,74,MONTHLY,900,,,,,,
1032,11,MONTHLY,115,,,,,,
1033,32,MONTHLY,1677,,,,,,
1034,73,MONTHLY,1554,,,,,,
1035,73,MONTHLY,1568,,,,,,
1036,11,MONTHLY,1112,,,,,,
1037,1,MONTHLY,1509,,,,,,
1038,64,MONTHLY,839,,,,,,
1039,70,WEEKLY,129,,,,,,
1040,19,MONTHLY,1233,,,,,,
1042,43,MONTHLY,457,,,,,,
1043,1,MONTHLY,1685,,,,,,
1044,14,MONTHLY,1042,,,,,,
1045,3,MONTHLY,1224,,,,,,
1046,1,MONTHLY,833,,,,,,
1047,46,MONTHLY,528,,,,,,
1048,35,MONTHLY,124,,,,,,
1049,18,MONTHLY,1798,,,,,,
1050,57,TRANSACTION,54,,,,,,
1051,35,MONTHLY,293,,,,,,
1052,61,MONTHLY,269,,,,,,
1053,57,MONTHLY,509,,,,,,
1054,10,MONTHLY,49,,,,,,
1055,29,MONTHLY,1441,,,,,,
1056,1,WEEKLY,1457,,,,,,
1057,13,MONTHLY,234,,,,,,
1058,47,MONTHLY,1257,,,,,,
1059,8,MONTHLY,879,,,,,,
1060,6,MONTHLY,1388,,,,,,
1061,44,MONTHLY,1750,,,,,,
1062,6,MONTHLY,191,,,,,,
1063,68,MONTHLY,1357,,,,,,
1064,70,MONTHLY,1732,,,,,,
1065,72,MONTHLY,85,,,,,,
1066,16,WEEKLY,1353,,,,,,
1067,34,MONTHLY,1348,,,,,,
1068,52,MONTHLY,1506,5169.0,980924.0,253200.0,60.0,4220.0,C
1069,70,MONTHLY,204,,,,,,
1070,62,MONTHLY,1208,,,,,,
1071,68,WEEKLY,129,5170.0,940120.0,253200.0,60.0,4220.0,C
1072,65,MONTHLY,1803,,,,,,
1073,73,MONTHLY,422,,,,,,
1074,59,MONTHLY,1231,,,,,,
1075,35,MONTHLY,923,,,,,,
1076,1,MONTHLY,667,,,,,,
1077,14,MONTHLY,61,,,,,,
1078,1,MONTHLY,1288,,,,,,
1079,74,MONTHLY,256,,,,,,
1080,55,MONTHLY,360,,,,,,
1081,64,MONTHLY,1450,,,,,,
1082,2,MONTHLY,1254,,,,,,
1083,45,MONTHLY,1435,5172.0,980416.0,50976.0,36.0,1416.0,C
1085,42,MONTHLY,1714,,,,,,
1086,37,MONTHLY,1263,,,,,,
1087,55,MONTHLY,1272,,,,,,
1088,32,MONTHLY,352,,,,,,
1089,74,MONTHLY,1012,,,,,,
1090,69,MONTHLY,1387,,,,,,
1091,16,MONTHLY,251,,,,,,
1092,41,MONTHLY,886,,,,,,
1093,54,MONTHLY,1108,5174.0,970613.0,385104.0,48.0,8023.0,C
1094,35,MONTHLY,1286,,,,,,
1095,54,MONTHLY,1629,,,,,,
1096,34,MONTHLY,1522,,,,,,
1097,67,MONTHLY,1268,,,,,,
1098,47,MONTHLY,361,,,,,,
1100,35,MONTHLY,1361,,,,,,
1101,4,MONTHLY,1725,,,,,,
1102,70,MONTHLY,1144,,,,,,
1103,66,MONTHLY,919,,,,,,
1104,39,MONTHLY,1070,,,,,,
1105,55,MONTHLY,608,,,,,,
1106,20,WEEKLY,240,5176.0,941112.0,192552.0,24.0,8023.0,B
1107,42,MONTHLY,250,,,,,,
1108,26,MONTHLY,797,,,,,,
1109,66,MONTHLY,664,,,,,,
1110,54,MONTHLY,1651,,,,,,
1111,5,MONTHLY,1141,,,,,,
1112,48,MONTHLY,763,,,,,,
1113,8,MONTHLY,1361,,,,,,
1114,6,WEEKLY,316,,,,,,
1115,34,MONTHLY,85,,,,,,
1116,1,MONTHLY,200,,,,,,
1117,68,MONTHLY,1336,,,,,,
1118,48,MONTHLY,184,,,,,,
1120,1,MONTHLY,277,,,,,,
1121,32,MONTHLY,1202,,,,,,
1122,13,MONTHLY,953,,,,,,
1123,13,MONTHLY,304,,,,,,
1124,26,MONTHLY,1248,,,,,,
1125,1,WEEKLY,1785,,,,,,
1126,56,MONTHLY,66,,,,,,
1127,27,MONTHLY,26,,,,,,
1128,74,MONTHLY,324,,,,,,
1129,35,MONTHLY,791,,,,,,
1130,1,MONTHLY,1591,,,,,,
1132,1,WEEKLY,33,,,,,,
1133,1,MONTHLY,304,,,,,,
1134,6,MONTHLY,39,,,,,,
1135,1,MONTHLY,927,,,,,,
1136,12,MONTHLY,218,,,,,,
1137,60,MONTHLY,1082,,,,,,
1138,41,MONTHLY,1557,,,,,,
1139,34,TRANSACTION,1114,,,,,,
1140,49,MONTHLY,1771,,,,,,
1141,28,MONTHLY,1507,,,,,,
1142,74,MONTHLY,1021,,,,,,
1144,59,MONTHLY,27,,,,,,
1145,31,MONTHLY,183,,,,,,
1146,67,MONTHLY,254,,,,,,
1147,44,MONTHLY,99,,,,,,
1149,18,MONTHLY,979,,,,,,
1150,29,MONTHLY,1741,,,,,,
1151,40,MONTHLY,903,,,,,,
1152,45,MONTHLY,104,,,,,,
1153,35,MONTHLY,362,,,,,,
1154,5,WEEKLY,1701,,,,,,
1155,43,MONTHLY,1372,,,,,,
1156,59,MONTHLY,1803,,,,,,
1157,7,MONTHLY,85,,,,,,
1158,50,MONTHLY,457,,,,,,
1159,49,MONTHLY,404,,,,,,
1160,39,WEEKLY,1305,,,,,,
1161,66,MONTHLY,127,,,,,,
1164,35,MONTHLY,378,,,,,,
1165,44,MONTHLY,1542,,,,,,
1166,11,MONTHLY,110,5189.0,940207.0,149040.0,48.0,3105.0,A
1168,29,MONTHLY,671,,,,,,
1169,49,TRANSACTION,425,,,,,,
1170,25,MONTHLY,1180,,,,,,
1171,18,MONTHLY,1814,,,,,,
1172,6,MONTHLY,1758,,,,,,
1173,11,MONTHLY,1360,,,,,,
1174,70,MONTHLY,809,,,,,,
1176,19,MONTHLY,1392,,,,,,
1177,27,MONTHLY,1814,,,,,,
1178,41,MONTHLY,1584,,,,,,
1179,74,MONTHLY,22,,,,,,
1180,20,MONTHLY,138,,,,,,
1181,69,MONTHLY,1692,,,,,,
1182,8,MONTHLY,1502,,,,,,
1183,12,MONTHLY,857,,,,,,
1184,14,MONTHLY,490,,,,,,
1185,12,MONTHLY,1618,,,,,,
1186,64,MONTHLY,1811,,,,,,
1187,55,MONTHLY,1304,,,,,,
1188,16,MONTHLY,1298,,,,,,
1189,59,MONTHLY,77,,,,,,
1190,52,MONTHLY,1347,,,,,,
1192,29,MONTHLY,1217,,,,,,
1193,29,MONTHLY,369,,,,,,
1194,1,MONTHLY,469,,,,,,
1195,42,MONTHLY,1456,,,,,,
1196,29,MONTHLY,1110,,,,,,
1197,68,MONTHLY,249,,,,,,
1198,70,MONTHLY,1570,,,,,,
1199,50,MONTHLY,1537,,,,,,
1200,33,MONTHLY,126,,,,,,
1201,61,MONTHLY,203,,,,,,
1203,72,MONTHLY,950,,,,,,
1204,29,MONTHLY,336,,,,,,
1205,73,MONTHLY,645,,,,,,
1206,70,MONTHLY,1023,,,,,,
1207,67,MONTHLY,158,,,,,,
1208,4,MONTHLY,1773,,,,,,
1209,23,MONTHLY,1756,,,,,,
1210,28,MONTHLY,1236,,,,,,
1211,49,MONTHLY,1316,,,,,,
1212,70,MONTHLY,1081,,,,,,
1213,36,MONTHLY,1223,,,,,,
1214,39,MONTHLY,1479,,,,,,
1215,65,MONTHLY,1523,,,,,,
1216,77,MONTHLY,1155,,,,,,
1217,69,MONTHLY,297,,,,,,
1218,1,MONTHLY,1441,,,,,,
1219,1,MONTHLY,1254,,,,,,
1220,1,MONTHLY,925,,,,,,
1221,45,MONTHLY,1462,,,,,,
1222,66,MONTHLY,19,,,,,,
1223,70,MONTHLY,1317,,,,,,
1225,4,MONTHLY,347,,,,,,
1226,1,MONTHLY,1391,,,,,,
1227,69,MONTHLY,1107,,,,,,
1228,62,MONTHLY,828,,,,,,
1229,46,MONTHLY,1804,,,,,,
1230,1,MONTHLY,1583,,,,,,
1231,7,MONTHLY,382,,,,,,
1232,48,MONTHLY,1282,,,,,,
1233,31,MONTHLY,1133,,,,,,
1234,6,MONTHLY,255,,,,,,
1235,76,MONTHLY,326,,,,,,
1236,19,MONTHLY,124,,,,,,
1237,9,MONTHLY,436,,,,,,
1238,1,MONTHLY,1031,,,,,,
1239,1,MONTHLY,99,,,,,,
1240,1,MONTHLY,1714,,,,,,
1241,53,MONTHLY,1278,,,,,,
1242,74,TRANSACTION,1423,5206.0,970907.0,128544.0,24.0,5356.0,C
1243,1,MONTHLY,1101,,,,,,
1244,68,MONTHLY,1223,5207.0,970228.0,35904.0,48.0,748.0,C
1245,68,MONTHLY,1776,,,,,,
1246,58,MONTHLY,594,,,,,,
1247,25,MONTHLY,158,5208.0,950316.0,99696.0,48.0,2077.0,D
1248,22,MONTHLY,848,,,,,,
1249,67,MONTHLY,818,,,,,,
1250,62,MONTHLY,1182,5209.0,961125.0,182640.0,48.0,3805.0,C
1251,34,WEEKLY,928,,,,,,
1252,13,WEEKLY,936,5210.0,970401.0,148140.0,36.0,4115.0,C
1253,5,MONTHLY,1563,,,,,,
1254,74,MONTHLY,816,,,,,,
1255,68,MONTHLY,1643,,,,,,
1256,38,MONTHLY,475,5212.0,950529.0,71064.0,36.0,1974.0,A
1257,66,MONTHLY,1013,,,,,,
1258,3,MONTHLY,1339,,,,,,
1259,72,MONTHLY,1562,,,,,,
1260,5,MONTHLY,1416,,,,,,
1261,52,MONTHLY,806,,,,,,
1262,29,MONTHLY,1479,,,,,,
1263,30,WEEKLY,1103,,,,,,
1264,1,MONTHLY,1507,,,,,,
1265,49,MONTHLY,1150,,,,,,
1266,57,MONTHLY,1277,,,,,,
1267,43,MONTHLY,1312,,,,,,
1268,74,MONTHLY,205,,,,,,
1269,52,MONTHLY,451,,,,,,
1270,55,TRANSACTION,1253,5214.0,970701.0,74772.0,36.0,2077.0,C
1271,17,MONTHLY,1264,,,,,,
1272,40,WEEKLY,144,,,,,,
1273,37,MONTHLY,448,,,,,,
1274,54,WEEKLY,1326,,,,,,
1275,32,MONTHLY,1272,,,,,,
1276,36,MONTHLY,6,,,,,,
1277,31,MONTHLY,170,,,,,,
1279,28,MONTHLY,1746,,,,,,
1280,70,MONTHLY,852,,,,,,
1281,8,MONTHLY,1564,,,,,,
1284,55,MONTHLY,1643,5221.0,981205.0,52512.0,12.0,4376.0,C
1285,65,MONTHLY,154,,,,,,
1286,66,TRANSACTION,326,,,,,,
1287,35,MONTHLY,792,,,,,,
1288,11,MONTHLY,330,,,,,,
1289,72,MONTHLY,1283,,,,,,
1291,1,MONTHLY,549,,,,,,
1292,3,MONTHLY,610,,,,,,
1293,40,MONTHLY,1341,,,,,,
1294,71,MONTHLY,695,,,,,,
1295,15,MONTHLY,665,,,,,,
1296,50,MONTHLY,1431,,,,,,
1297,70,MONTHLY,207,,,,,,
1298,7,MONTHLY,1114,,,,,,
1299,1,MONTHLY,171,,,,,,
1301,18,MONTHLY,622,,,,,,
1302,55,MONTHLY,324,,,,,,
1303,23,MONTHLY,1711,,,,,,
1304,40,MONTHLY,1212,,,,,,
1305,57,MONTHLY,236,,,,,,
1306,1,MONTHLY,810,,,,,,
1307,56,MONTHLY,703,,,,,,
1308,54,MONTHLY,1363,,,,,,
1309,1,MONTHLY,834,,,,,,
1310,1,MONTHLY,1147,,,,,,
1311,60,MONTHLY,1097,,,,,,
1312,23,MONTHLY,652,,,,,,
1313,45,MONTHLY,1734,,,,,,
1314,48,MONTHLY,336,,,,,,
1315,13,MONTHLY,836,,,,,,
1316,42,MONTHLY,1442,,,,,,
1317,56,MONTHLY,413,,,,,,
1318,56,MONTHLY,1816,5226.0,981011.0,185544.0,36.0,5154.0,C
1319,56,TRANSACTION,1680,,,,,,
1320,58,MONTHLY,1417,,,,,,
1321,60,MONTHLY,1546,,,,,,
1322,17,MONTHLY,185,,,,,,
1323,43,MONTHLY,1235,,,,,,
1324,42,MONTHLY,1404,,,,,,
1325,26,MONTHLY,1315,,,,,,
1326,52,MONTHLY,1410,,,,,,
1327,65,MONTHLY,600,,,,,,
1328,8,MONTHLY,1219,,,,,,
1329,53,MONTHLY,1354,5229.0,970906.0,23520.0,12.0,1960.0,A
1330,68,MONTHLY,1390,,,,,,
1331,59,MONTHLY,732,,,,,,
1332,59,MONTHLY,83,,,,,,
1333,21,MONTHLY,636,,,,,,
1334,74,MONTHLY,133,,,,,,
1335,54,MONTHLY,993,,,,,,
1336,5,MONTHLY,1517,,,,,,
1337,23,MONTHLY,243,,,,,,
1338,74,MONTHLY,10,,,,,,
1339,76,MONTHLY,1647,,,,,,
1340,52,MONTHLY,1761,,,,,,
1341,36,MONTHLY,1054,,,,,,
1342,9,MONTHLY,1742,,,,,,
1344,12,TRANSACTION,926,,,,,,
1345,28,MONTHLY,291,,,,,,
1346,74,MONTHLY,1642,,,,,,
1347,8,MONTHLY,1423,,,,,,
1348,55,MONTHLY,1776,,,,,,
1349,75,MONTHLY,1159,,,,,,
1350,21,WEEKLY,1332,,,,,,
1351,40,MONTHLY,1183,,,,,,
1352,1,MONTHLY,630,,,,,,
1353,51,MONTHLY,475,,,,,,
1354,31,MONTHLY,1632,,,,,,
1355,1,MONTHLY,1688,,,,,,
1356,39,MONTHLY,1492,,,,,,
1357,56,MONTHLY,1053,,,,,,
1358,39,MONTHLY,1206,,,,,,
1359,8,MONTHLY,335,,,,,,
1360,71,MONTHLY,590,,,,,,
1361,46,MONTHLY,1438,,,,,,
1362,1,MONTHLY,1448,,,,,,
1363,11,MONTHLY,1542,,,,,,
1365,42,MONTHLY,1169,,,,,,
1366,60,MONTHLY,54,,,,,,
1367,74,MONTHLY,1327,,,,,,
1368,22,MONTHLY,1441,,,,,,
1369,32,MONTHLY,1177,,,,,,
1370,52,MONTHLY,1363,,,,,,
1371,1,MONTHLY,481,,,,,,
1372,1,MONTHLY,74,,,,,,
1373,47,MONTHLY,162,,,,,,
1374,53,MONTHLY,1364,5236.0,970915.0,389136.0,48.0,8107.0,C
1375,19,MONTHLY,481,5237.0,950829.0,45336.0,24.0,1889.0,A
1376,64,MONTHLY,992,,,,,,
1377,1,MONTHLY,1363,,,,,,
1378,59,MONTHLY,62,,,,,,
1379,47,MONTHLY,1734,,,,,,
1380,53,MONTHLY,1144,,,,,,
1381,57,MONTHLY,304,,,,,,
1382,48,MONTHLY,214,,,,,,
1383,11,MONTHLY,1200,,,,,,
1384,74,WEEKLY,1182,,,,,,
1385,53,MONTHLY,1588,,,,,,
1387,67,MONTHLY,1461,,,,,,
1388,29,MONTHLY,486,,,,,,
1389,34,MONTHLY,1677,5241.0,980902.0,125472.0,24.0,5228.0,C
1390,69,MONTHLY,1459,,,,,,
1391,15,MONTHLY,1450,,,,,,
1392,60,MONTHLY,117,,,,,,
1393,1,MONTHLY,1423,,,,,,
1394,32,MONTHLY,725,,,,,,
1395,1,MONTHLY,1054,,,,,,
1396,46,MONTHLY,1272,,,,,,
1397,17,MONTHLY,80,,,,,,
1398,62,MONTHLY,594,,,,,,
